Date,User_Base_(Number_of_Users),Average_Time_Spent_(in_minutes),Content_Completion_Rate_(%),Student_Test_Score_Improvement_(%),Student_Satisfaction_(%),Revenue_Growth_(Year-over-Year_%),Funding_Round_Amount_(in_millions_USD),Market_Share_(%),Social_Media_Sentiment_Score,News_Article_Sentiment_Score,Number_of_Courses_Offered,Regional_Performance_Score,Focus_on_Adaptive_Learning_(Yes/No),Expert_Faculty_(Yes/No),Countries_of_Operation,Strategic_Partnerships_(Yes/No),Government_Initiatives_(Yes/No),Byju's_Future_Plans,Market_Size_(in_millions_USD)
08-08-2023,1210346.454,21.51755799,83.89494382,41.0448776,94.62464446,40.52393913,73.02500059,37.30967056,0.904729735,0.548305699,144.3220701,0.838946507,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ",No, Yes                        , Expand to Europe   ,648.7175909
09-08-2023,1316082.605,28.12733682,90.79327895,35.79150169,93.15765796,35.73998084,81.26206049,33.89477824,0.791292046,0.887735432,131.3199928,0.971554729, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Partner with schools,583.2563506
10-08-2023,839575.0568,26.81182903,99.30095531,26.90349023,87.86100455,34.8863228,66.67581327,36.23265559,0.761248092,0.79110334,121.9111963,0.974445291, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE, Brazil ", Yes                          , Yes                        , Expand to Europe   ,586.247991
11-08-2023,1489938.192,27.97784214,84.90415212,22.18971953,93.58324403,33.94319287,95.63271187,38.48191321,0.891608888,0.811360595,171.2420994,0.995585154,No, Yes                   ," India, USA, UK, Australia ",No, Yes                         ,Greedy gamification,524.004749
12-08-2023,1090590.442,24.05464104,97.9817176,20.50903314,86.98996443,37.83039254,80.34297684,32.12725201,0.736977954,0.784160329,152.786648,0.972891494,No, Yes                   ," India, USA, UK         ", Yes                          , Yes                         , Expand to Africa   ,560.6707748
13-08-2023,1401218.757,29.44808527,98.92118832,16.72843585,90.77538749,34.21300758,72.70126802,38.70292592,0.746581837,0.498995928,159.022297,0.940923536, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Enter Middle East  ,550.1169652
14-08-2023,1087078.436,28.05581736,94.62357166,16.05146377,96.66178059,33.1097943,73.93461532,42.84084591,0.884987144,0.635143825,160.7811729,0.891699493, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Asia     ,513.7143894
15-08-2023,1391736.986,24.30655657,94.82628247,26.67344039,94.39278386,66.87056035,98.67845764,31.42972092,0.76240905,0.70410586,151.7215832,0.871106833,No,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Acquire competitor ,549.8079195
16-08-2023,1338525.157,29.7510459,93.38596418,32.71567353,93.48811879,45.14792187,93.70518373,43.45931413,0.806402259,0.763692531,118.7433975,0.888196675, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Acquire smaller startup,588.4677798
17-08-2023,1354606.174,32.04543178,88.28879985,17.92565047,92.71901454,24.98639873,96.52487139,39.25869882,0.846392984,0.67245205,150.7948789,0.901536479, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new app     ,456.5849801
18-08-2023,1088926.861,29.29702303,80.97819163,24.07028073,83.98097086,32.94839669,87.7531776,36.06187626,0.977499937,0.668559822,108.385862,0.900283723, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Launch new app     ,633.9287044
19-08-2023,1362660.972,30.10820498,99.65018854,34.0662468,95.09452288,58.28903412,69.98712531,42.04937618,0.85376253,0.914836709,125.1638182,0.951427862, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No, Launch new app     ,619.4924904
20-08-2023,1288395.608,27.69837681,88.26188152,13.67156683,98.76823958,35.61892194,96.10631849,35.31799981,0.924853288,0.596995682,123.1564978,0.974420694, Yes                               ,No," India, USA, UK, Australia ", Yes                          , Yes                         ,Dynamic learning trials,565.6502436
21-08-2023,1148619.969,33.10670015,94.19660063,13.66858388,96.92927987,48.07470817,68.81262942,42.30328306,1.000129441,0.561027882,155.6507746,0.867980625, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          ,No, Partner with schools,650.6326317
22-08-2023,1406536.582,28.46354004,93.06636876,46.75466846,94.506205,35.13906929,98.6641911,30.0630825,0.792174032,0.751349737,165.3474737,0.863815504, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          ,No,Dynamic learning trials,605.6738021
23-08-2023,1314081.749,21.02825777,94.16666149,23.16577539,91.58925435,60.34275836,122.1599733,30.80990697,0.887047137,0.761329164,121.4907444,0.921091739, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Enter Middle East  ,616.4223488
24-08-2023,1347855.105,20.39761046,93.02215867,10.81178413,84.80417443,29.77960308,88.60563855,34.26439641,0.733352469,0.557544421,150.0577767,0.881354208,No, Yes                   ," India, USA             ", Yes                          , Yes                         , Launch AI tutor    ,617.7315964
25-08-2023,1280514.879,35.816934,81.57822302,28.93634986,90.13503376,30.16895416,84.15834263,38.75749587,0.736947674,0.673749597,90.40015521,0.887936064, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Expand to Africa   ,557.053606
26-08-2023,1252006.746,33.92760956,82.02794596,14.05874474,89.71937067,36.74952719,63.9555275,40.18733993,0.964850188,0.898106526,160.3037728,0.971789179, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,592.9866578
27-08-2023,1192745.654,22.54394416,82.73596933,37.4735356,92.25892667,44.58226079,89.55171001,36.1874078,0.748508059,0.968943056,94.55058833,0.887940186,No, Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Partner with schools,557.6547548
28-08-2023,938294.8109,23.98106666,99.70932786,14.88046937,95.07022871,37.40095573,70.15602017,38.16603749,0.965563285,0.463019523,129.815164,0.90380468, Yes                               ,No," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Launch new feature,553.573219
29-08-2023,1051477.733,23.78906426,96.26465895,20.76659555,90.54619215,28.36999332,96.10234049,41.57818458,1.060483777,0.935658098,119.7961107,0.971249652, Yes                               , Yes                   ," India, USA             ", Yes                          , Yes                         , Partner with schools,508.4748377
30-08-2023,1241193.091,25.72641089,86.20470875,34.47779936,88.80709783,49.48649304,107.4114507,36.28858577,0.945106642,0.854167944,144.5867365,0.912479201, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         , Partner with schools,612.99991
31-08-2023,1699903.51,28.83164161,87.11809839,3.587918869,93.68219238,41.93923092,52.68205668,47.47886807,0.938945937,0.777271351,172.7128504,0.885370285, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          ,No, Launch new feature,552.762931
01-09-2023,1292795.581,27.99353972,99.81904132,16.15792404,89.61419444,41.23300683,51.60081417,29.84176295,0.931599865,0.846431539,139.0797099,0.8377571,No, Yes                   ," India, USA             ", Yes                          , Yes                         ,Dynamic learning trials,579.3488749
02-09-2023,1221291.649,21.88989182,88.44396946,28.20868924,88.91213711,30.90151004,97.32637294,35.94174115,0.687003315,0.820387099,123.0026308,0.931012331, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         , Launch new feature,577.3737077
03-09-2023,1214019.596,23.37328267,98.45147878,19.21579957,89.03648383,26.44571303,65.51172435,34.96032836,0.940616348,0.739039862,145.8142794,0.91803175,No,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,476.864495
04-09-2023,1576771.253,26.64839015,86.68804092,10.66322187,96.38518499,38.62909141,79.97023386,38.2657467,0.834168463,0.736306306,161.8492378,0.919101111, Yes                               ,No," India, USA, UK, Australia, Singapore, UAE ", Yes                          ,No,Greedy gamification,539.4962566
05-09-2023,1377564.475,16.20252858,105.4574344,3.201043162,92.41079582,35.35310521,86.54610558,38.87499178,0.977593102,0.83265145,143.3737423,0.964858332,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         ,Dynamic learning trials,609.1784393
06-09-2023,1296606.237,22.7333601,91.65032716,45.9950425,96.87983059,42.06870092,98.23862044,37.56645677,0.937886507,0.794618154,133.9727326,0.917364769, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore, UAE ", Yes                          , Yes                         ,Dynamic learning trials,501.1542511
07-09-2023,1070706.339,23.95254989,89.6245774,8.79920907,95.34662873,29.66531312,41.52689288,38.77984658,0.880625752,0.506363441,164.6585915,0.950095146, Yes                               , Yes                   ," India, USA, UK         ", Yes                          , Yes                         ,Dynamic learning trials,526.9566886
08-09-2023,1316023.188,17.55149685,99.76269786,27.37392012,91.08480601,65.84140155,100.444216,36.2157481,0.988564434,0.749366274,142.4694042,0.924043926,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Launch new app     ,583.0305103
09-09-2023,1412535.036,22.45815978,89.60967074,22.73782495,84.62027313,22.00210042,47.39348364,39.44714559,0.946869205,0.753657827,112.2173207,0.905725377,No, Yes                   ," India, USA             ",No, Yes                         , Expand to Africa   ,598.6596238
10-09-2023,1582348.79,22.70692783,90.79243802,23.2462558,94.77380883,47.78136356,52.51460476,37.21972625,0.935425322,0.64818458,123.115076,0.924947986, Yes                               , Yes                   ," India, USA, UK, Australia, Singapore ", Yes                          , Yes                         ,Dynamic learning trials,693.0854624
11-09-2023,1316373.509,36.57426089,93.40191083,34.23654299,94.30824149,30.69896995,77.25432621,35.97974722,0.859589219,0.826091158,149.8891985,0.894316361, Yes                               , Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                        ,Dynamic learning trials,601.5645724
12-09-2023,1238199.826,29.50486713,102.3847076,22.79354703,93.62654341,63.62667801,62.33083983,34.31743455,1.006815678,0.654724667,159.6356475,0.972599884,No, Yes                   ," India, USA, UK, Australia ", Yes                          , Yes                         , Acquire smaller startup,586.0640194
